"Statistic Label","Month","Commodity Group","UNIT","VALUE"
"Value of Imports","2021 August","Furniture and parts thereof (82)","Euro Thousand","69164"
"Value of Imports","2021 August","Travel goods, handbags and similar containers (83)","Euro Thousand","16543"
"Value of Imports","2021 August","Articles of apparel and clothing accessories (84)","Euro Thousand","210895"
"Value of Imports","2021 August","Footwear (85)","Euro Thousand","51762"
"Value of Imports","2021 August","Professional, scientific and controlling apparatus (87)","Euro Thousand","197226"
"Value of Imports","2021 August","Photographic apparatus, optical goods, watches and clocks (88)","Euro Thousand","43458"
"Value of Imports","2021 August","Miscellaneous manufactured articles, n.e.s. (89)","Euro Thousand","421378"
"Value of Imports","2021 August","Commodities and transactions n.e.s. (9)","Euro Thousand","80416"
"Value of Imports","2021 August","Total of chemicals, manufactured goods, machinery and transport equipment, misc articles (5,6,7,8)","Euro Thousand","6298798"
"Value of Imports","2021 September","Total food and live animals (0)","Euro Thousand","624515"
"Value of Imports","2021 September","Live animals except fish etc. (00)","Euro Thousand","16047"
"Value of Imports","2021 September","Meat and meat preparations (01)","Euro Thousand","82065"
"Value of Imports","2021 September","Dairy products and birds eggs (02)","Euro Thousand","65582"
"Value of Imports","2021 September","Fish, crustaceans, molluscs and preparations thereof (03)","Euro Thousand","22102"
"Value of Imports","2021 September","Cereals and cereal preparations (04)","Euro Thousand","100559"
"Value of Imports","2021 September","Vegetables and fruit (05)","Euro Thousand","105331"
"Value of Imports","2021 September","Sugar, sugar preparations and honey (06)","Euro Thousand","35587"
"Value of Imports","2021 September","Coffee, tea, cocoa, spices and manufactures thereof (07)","Euro Thousand","57757"
"Value of Imports","2021 September","Feeding stuffs for animals, excluding unmilled cereals (08)","Euro Thousand","84457"
"Value of Imports","2021 September","Miscellaneous edible products and preparations (09)","Euro Thousand","55030"
"Value of Imports","2021 September","Beverages and tobacco (1)","Euro Thousand","97319"
"Value of Imports","2021 September","Beverages (11)","Euro Thousand","81678"
"Value of Imports","2021 September","Tobacco and tobacco manufactures (12)","Euro Thousand","15641"
"Value of Imports","2021 September","Crude materials, inedible, except fuels (2)","Euro Thousand","87186"
"Value of Imports","2021 September","Hides, skins and furskins, raw (21)","Euro Thousand","12"
"Value of Imports","2021 September","Oilseeds and oleaginous fruit (22)","Euro Thousand","1731"
"Value of Imports","2021 September","Crude rubber, including synthetic and reclaimed rubber (23)","Euro Thousand","1108"
"Value of Imports","2021 September","Cork and wood (24)","Euro Thousand","23783"
"Value of Imports","2021 September","Pulp and waste paper (25)","Euro Thousand","2955"
"Value of Imports","2021 September","Textile fibres, excluding wool tops, and their wastes (26)","Euro Thousand","1575"
"Value of Imports","2021 September","Crude fertilisers and minerals, excluding coal, petroleum etc. (27)","Euro Thousand","15858"
"Value of Imports","2021 September","Metalliferous ores and metal scrap (28)","Euro Thousand","18983"
"Value of Imports","2021 September","Crude animal and vegetable materials, n.e.s. (29)","Euro Thousand","21181"
"Value of Imports","2021 September","Mineral fuels, lubricants and related materials (3)","Euro Thousand","511584"
"Value of Imports","2021 September","Coal, coke and briquettes (32)","Euro Thousand","16201"
"Value of Imports","2021 September","Petroleum, petroleum products and related materials (33)","Euro Thousand","345279"
"Value of Imports","2021 September","Gas, natural and manufactured (34)","Euro Thousand","111037"
"Value of Imports","2021 September","Electric current (35)","Euro Thousand","39067"
"Value of Imports","2021 September","Animal and vegetable oils, fats and waxes (4)","Euro Thousand","34011"
"Value of Imports","2021 September","Animal oils and fats (41)","Euro Thousand","2397"
"Value of Imports","2021 September","Fixed vegetable oils and fats (42)","Euro Thousand","28277"
"Value of Imports","2021 September","Animal and vegetable oils and fats, processed, and waxes (43)","Euro Thousand","3337"
"Value of Imports","2021 September","Chemicals and related products, n.e.s. (5)","Euro Thousand","1934086"
"Value of Imports","2021 September","Organic chemicals (51)","Euro Thousand","601567"
"Value of Imports","2021 September","Inorganic chemicals (52)","Euro Thousand","24770"
"Value of Imports","2021 September","Dyeing, tanning and colouring materials (53)","Euro Thousand","26089"
"Value of Imports","2021 September","Medicinal and pharmaceutical products (54)","Euro Thousand","804773"
"Value of Imports","2021 September","Essential oils, perfume materials, toilet preparations etc. (55)","Euro Thousand","144865"
"Value of Imports","2021 September","Fertilisers, manufactured (56)","Euro Thousand","25245"
"Value of Imports","2021 September","Plastics in primary forms (57)","Euro Thousand","111911"
"Value of Imports","2021 September","Plastics in non-primary forms (58)","Euro Thousand","87739"
"Value of Imports","2021 September","Chemical materials and products, n.e.s. (59)","Euro Thousand","107127"
"Value of Imports","2021 September","Manufactured goods classified chiefly by material (6)","Euro Thousand","706200"
"Value of Imports","2021 September","Leather, leather manufactures and dressed furskins (61)","Euro Thousand","2113"
"Value of Imports","2021 September","Rubber manufactures, n.e.s. (62)","Euro Thousand","40193"
"Value of Imports","2021 September","Cork and wood manufactures, excluding furniture (63)","Euro Thousand","45644"
"Value of Imports","2021 September","Paper, paperboard and articles of paper pulp, paper etc. (64)","Euro Thousand","95736"
"Value of Imports","2021 September","Textile yarn, fabrics, made-up articles and related products (65)","Euro Thousand","62264"
"Value of Imports","2021 September","Non-metallic mineral manufactures, n.e.s. (66)","Euro Thousand","88460"
"Value of Imports","2021 September","Iron and steel (67)","Euro Thousand","94343"
"Value of Imports","2021 September","Non-ferrous metals (68)","Euro Thousand","113939"
"Value of Imports","2021 September","Manufactures of metal, n.e.s. (69)","Euro Thousand","163507"
"Value of Imports","2021 September","Machinery and transport equipment (7)","Euro Thousand","3309311"
"Value of Imports","2021 September","Power generating machinery and equipment (71)","Euro Thousand","202635"
"Value of Imports","2021 September","Machinery specialised for particular industries (72)","Euro Thousand","156286"
"Value of Imports","2021 September","Metalworking machinery (73)","Euro Thousand","11387"
"Value of Imports","2021 September","General industrial machinery and parts, n.e.s. (74)","Euro Thousand","206099"
"Value of Imports","2021 September","Office machines and automatic data processing equipment (75)","Euro Thousand","431734"
"Value of Imports","2021 September","Telecommunications and sound recording, reproducing equipment (76)","Euro Thousand","231662"
"Value of Imports","2021 September","Electrical machinery, appliances etc., n.e.s. (77)","Euro Thousand","714849"
"Value of Imports","2021 September","Road vehicles (78)","Euro Thousand","246470"
"Value of Imports","2021 September","Other transport equipment (79)","Euro Thousand","1108189"
"Value of Imports","2021 September","Miscellaneous manufactured articles (8)","Euro Thousand","1087164"
"Value of Imports","2021 September","Prefab buildings; plumbing and electrical fixtures and fittings (81)","Euro Thousand","43916"
"Value of Imports","2021 September","Furniture and parts thereof (82)","Euro Thousand","73095"
"Value of Imports","2021 September","Travel goods, handbags and similar containers (83)","Euro Thousand","16724"
"Value of Imports","2021 September","Articles of apparel and clothing accessories (84)","Euro Thousand","220661"
"Value of Imports","2021 September","Footwear (85)","Euro Thousand","43409"
"Value of Imports","2021 September","Professional, scientific and controlling apparatus (87)","Euro Thousand","197080"
"Value of Imports","2021 September","Photographic apparatus, optical goods, watches and clocks (88)","Euro Thousand","47094"
"Value of Imports","2021 September","Miscellaneous manufactured articles, n.e.s. (89)","Euro Thousand","445184"
"Value of Imports","2021 September","Commodities and transactions n.e.s. (9)","Euro Thousand","74572"
"Value of Imports","2021 September","Total of chemicals, manufactured goods, machinery and transport equipment, misc articles (5,6,7,8)","Euro Thousand","7036761"
"Value of Imports","2021 October","Total food and live animals (0)","Euro Thousand","663927"
"Value of Imports","2021 October","Live animals except fish etc. (00)","Euro Thousand","63614"
"Value of Imports","2021 October","Meat and meat preparations (01)","Euro Thousand","76067"
"Value of Imports","2021 October","Dairy products and birds eggs (02)","Euro Thousand","73379"
"Value of Imports","2021 October","Fish, crustaceans, molluscs and preparations thereof (03)","Euro Thousand","19304"
"Value of Imports","2021 October","Cereals and cereal preparations (04)","Euro Thousand","113576"
"Value of Imports","2021 October","Vegetables and fruit (05)","Euro Thousand","97744"
"Value of Imports","2021 October","Sugar, sugar preparations and honey (06)","Euro Thousand","33703"
"Value of Imports","2021 October","Coffee, tea, cocoa, spices and manufactures thereof (07)","Euro Thousand","62074"
"Value of Imports","2021 October","Feeding stuffs for animals, excluding unmilled cereals (08)","Euro Thousand","71966"
"Value of Imports","2021 October","Miscellaneous edible products and preparations (09)","Euro Thousand","52501"
"Value of Imports","2021 October","Beverages and tobacco (1)","Euro Thousand","91275"
"Value of Imports","2021 October","Beverages (11)","Euro Thousand","89307"
"Value of Imports","2021 October","Tobacco and tobacco manufactures (12)","Euro Thousand","1968"
"Value of Imports","2021 October","Crude materials, inedible, except fuels (2)","Euro Thousand","98441"
"Value of Imports","2021 October","Hides, skins and furskins, raw (21)","Euro Thousand","15"
"Value of Imports","2021 October","Oilseeds and oleaginous fruit (22)","Euro Thousand","2023"
"Value of Imports","2021 October","Crude rubber, including synthetic and reclaimed rubber (23)","Euro Thousand","956"
"Value of Imports","2021 October","Cork and wood (24)","Euro Thousand","29015"
"Value of Imports","2021 October","Pulp and waste paper (25)","Euro Thousand","2538"
"Value of Imports","2021 October","Textile fibres, excluding wool tops, and their wastes (26)","Euro Thousand","1429"
"Value of Imports","2021 October","Crude fertilisers and minerals, excluding coal, petroleum etc. (27)","Euro Thousand","20472"
"Value of Imports","2021 October","Metalliferous ores and metal scrap (28)","Euro Thousand","21987"
"Value of Imports","2021 October","Crude animal and vegetable materials, n.e.s. (29)","Euro Thousand","20005"
"Value of Imports","2021 October","Mineral fuels, lubricants and related materials (3)","Euro Thousand","698444"
"Value of Imports","2021 October","Coal, coke and briquettes (32)","Euro Thousand","36216"
"Value of Imports","2021 October","Petroleum, petroleum products and related materials (33)","Euro Thousand","375648"
"Value of Imports","2021 October","Gas, natural and manufactured (34)","Euro Thousand","249356"
"Value of Imports","2021 October","Electric current (35)","Euro Thousand","37223"
"Value of Imports","2021 October","Animal and vegetable oils, fats and waxes (4)","Euro Thousand","33831"
"Value of Imports","2021 October","Animal oils and fats (41)","Euro Thousand","2597"
"Value of Imports","2021 October","Fixed vegetable oils and fats (42)","Euro Thousand","26930"
"Value of Imports","2021 October","Animal and vegetable oils and fats, processed, and waxes (43)","Euro Thousand","4304"
"Value of Imports","2021 October","Chemicals and related products, n.e.s. (5)","Euro Thousand","2412041"
"Value of Imports","2021 October","Organic chemicals (51)","Euro Thousand","974723"
"Value of Imports","2021 October","Inorganic chemicals (52)","Euro Thousand","41792"
"Value of Imports","2021 October","Dyeing, tanning and colouring materials (53)","Euro Thousand","25470"
"Value of Imports","2021 October","Medicinal and pharmaceutical products (54)","Euro Thousand","906375"
"Value of Imports","2021 October","Essential oils, perfume materials, toilet preparations etc. (55)","Euro Thousand","155740"
"Value of Imports","2021 October","Fertilisers, manufactured (56)","Euro Thousand","28485"
"Value of Imports","2021 October","Plastics in primary forms (57)","Euro Thousand","97232"
"Value of Imports","2021 October","Plastics in non-primary forms (58)","Euro Thousand","75925"
"Value of Imports","2021 October","Chemical materials and products, n.e.s. (59)","Euro Thousand","106299"
"Value of Imports","2021 October","Manufactured goods classified chiefly by material (6)","Euro Thousand","657109"
"Value of Imports","2021 October","Leather, leather manufactures and dressed furskins (61)","Euro Thousand","2785"
"Value of Imports","2021 October","Rubber manufactures, n.e.s. (62)","Euro Thousand","45428"
"Value of Imports","2021 October","Cork and wood manufactures, excluding furniture (63)","Euro Thousand","39973"
"Value of Imports","2021 October","Paper, paperboard and articles of paper pulp, paper etc. (64)","Euro Thousand","94511"
"Value of Imports","2021 October","Textile yarn, fabrics, made-up articles and related products (65)","Euro Thousand","60816"
"Value of Imports","2021 October","Non-metallic mineral manufactures, n.e.s. (66)","Euro Thousand","83748"
"Value of Imports","2021 October","Iron and steel (67)","Euro Thousand","130547"
"Value of Imports","2021 October","Non-ferrous metals (68)","Euro Thousand","48230"
"Value of Imports","2021 October","Manufactures of metal, n.e.s. (69)","Euro Thousand","151071"
"Value of Imports","2021 October","Machinery and transport equipment (7)","Euro Thousand","3132824"
"Value of Imports","2021 October","Power generating machinery and equipment (71)","Euro Thousand","218306"
"Value of Imports","2021 October","Machinery specialised for particular industries (72)","Euro Thousand","156816"
"Value of Imports","2021 October","Metalworking machinery (73)","Euro Thousand","11760"
"Value of Imports","2021 October","General industrial machinery and parts, n.e.s. (74)","Euro Thousand","222183"
"Value of Imports","2021 October","Office machines and automatic data processing equipment (75)","Euro Thousand","397594"
"Value of Imports","2021 October","Telecommunications and sound recording, reproducing equipment (76)","Euro Thousand","237728"
"Value of Imports","2021 October","Electrical machinery, appliances etc., n.e.s. (77)","Euro Thousand","650541"
"Value of Imports","2021 October","Road vehicles (78)","Euro Thousand","268245"
"Value of Imports","2021 October","Other transport equipment (79)","Euro Thousand","969650"
"Value of Imports","2021 October","Miscellaneous manufactured articles (8)","Euro Thousand","1129864"
"Value of Imports","2021 October","Prefab buildings; plumbing and electrical fixtures and fittings (81)","Euro Thousand","46286"
"Value of Imports","2021 October","Furniture and parts thereof (82)","Euro Thousand","74984"
"Value of Imports","2021 October","Travel goods, handbags and similar containers (83)","Euro Thousand","17502"
"Value of Imports","2021 October","Articles of apparel and clothing accessories (84)","Euro Thousand","239348"
"Value of Imports","2021 October","Footwear (85)","Euro Thousand","46308"
"Value of Imports","2021 October","Professional, scientific and controlling apparatus (87)","Euro Thousand","195302"
"Value of Imports","2021 October","Photographic apparatus, optical goods, watches and clocks (88)","Euro Thousand","50845"
"Value of Imports","2021 October","Miscellaneous manufactured articles, n.e.s. (89)","Euro Thousand","459289"
"Value of Imports","2021 October","Commodities and transactions n.e.s. (9)","Euro Thousand","76170"
"Value of Imports","2021 October","Total of chemicals, manufactured goods, machinery and transport equipment, misc articles (5,6,7,8)","Euro Thousand","7331838"
"Value of Imports","2021 November","Total food and live animals (0)","Euro Thousand","772399"
"Value of Imports","2021 November","Live animals except fish etc. (00)","Euro Thousand","85793"
"Value of Imports","2021 November","Meat and meat preparations (01)","Euro Thousand","86300"
"Value of Imports","2021 November","Dairy products and birds eggs (02)","Euro Thousand","71400"
"Value of Imports","2021 November","Fish, crustaceans, molluscs and preparations thereof (03)","Euro Thousand","23945"
"Value of Imports","2021 November","Cereals and cereal preparations (04)","Euro Thousand","130893"
"Value of Imports","2021 November","Vegetables and fruit (05)","Euro Thousand","109476"
"Value of Imports","2021 November","Sugar, sugar preparations and honey (06)","Euro Thousand","35832"
"Value of Imports","2021 November","Coffee, tea, cocoa, spices and manufactures thereof (07)","Euro Thousand","66634"
"Value of Imports","2021 November","Feeding stuffs for animals, excluding unmilled cereals (08)","Euro Thousand","92215"
"Value of Imports","2021 November","Miscellaneous edible products and preparations (09)","Euro Thousand","69912"
"Value of Imports","2021 November","Beverages and tobacco (1)","Euro Thousand","103784"
"Value of Imports","2021 November","Beverages (11)","Euro Thousand","100844"
"Value of Imports","2021 November","Tobacco and tobacco manufactures (12)","Euro Thousand","2940"
"Value of Imports","2021 November","Crude materials, inedible, except fuels (2)","Euro Thousand","94180"
"Value of Imports","2021 November","Hides, skins and furskins, raw (21)","Euro Thousand","5"
"Value of Imports","2021 November","Oilseeds and oleaginous fruit (22)","Euro Thousand","2022"
"Value of Imports","2021 November","Crude rubber, including synthetic and reclaimed rubber (23)","Euro Thousand","1507"
"Value of Imports","2021 November","Cork and wood (24)","Euro Thousand","24944"
"Value of Imports","2021 November","Pulp and waste paper (25)","Euro Thousand","3471"
"Value of Imports","2021 November","Textile fibres, excluding wool tops, and their wastes (26)","Euro Thousand","1635"
"Value of Imports","2021 November","Crude fertilisers and minerals, excluding coal, petroleum etc. (27)","Euro Thousand","19899"
"Value of Imports","2021 November","Metalliferous ores and metal scrap (28)","Euro Thousand","18399"
"Value of Imports","2021 November","Crude animal and vegetable materials, n.e.s. (29)","Euro Thousand","22300"
"Value of Imports","2021 November","Mineral fuels, lubricants and related materials (3)","Euro Thousand","715650"
"Value of Imports","2021 November","Coal, coke and briquettes (32)","Euro Thousand","37862"
"Value of Imports","2021 November","Petroleum, petroleum products and related materials (33)","Euro Thousand","402644"
"Value of Imports","2021 November","Gas, natural and manufactured (34)","Euro Thousand","248759"
"Value of Imports","2021 November","Electric current (35)","Euro Thousand","26384"
"Value of Imports","2021 November","Animal and vegetable oils, fats and waxes (4)","Euro Thousand","37697"
"Value of Imports","2021 November","Animal oils and fats (41)","Euro Thousand","3178"
"Value of Imports","2021 November","Fixed vegetable oils and fats (42)","Euro Thousand","27901"
"Value of Imports","2021 November","Animal and vegetable oils and fats, processed, and waxes (43)","Euro Thousand","6617"
"Value of Imports","2021 November","Chemicals and related products, n.e.s. (5)","Euro Thousand","2589305"
"Value of Imports","2021 November","Organic chemicals (51)","Euro Thousand","952686"
"Value of Imports","2021 November","Inorganic chemicals (52)","Euro Thousand","28163"
"Value of Imports","2021 November","Dyeing, tanning and colouring materials (53)","Euro Thousand","25186"
"Value of Imports","2021 November","Medicinal and pharmaceutical products (54)","Euro Thousand","1022939"
"Value of Imports","2021 November","Essential oils, perfume materials, toilet preparations etc. (55)","Euro Thousand","180552"
"Value of Imports","2021 November","Fertilisers, manufactured (56)","Euro Thousand","71504"
"Value of Imports","2021 November","Plastics in primary forms (57)","Euro Thousand","107150"
"Value of Imports","2021 November","Plastics in non-primary forms (58)","Euro Thousand","81792"
"Value of Imports","2021 November","Chemical materials and products, n.e.s. (59)","Euro Thousand","119332"
"Value of Imports","2021 November","Manufactured goods classified chiefly by material (6)","Euro Thousand","703346"
"Value of Imports","2021 November","Leather, leather manufactures and dressed furskins (61)","Euro Thousand","3645"
"Value of Imports","2021 November","Rubber manufactures, n.e.s. (62)","Euro Thousand","43934"
"Value of Imports","2021 November","Cork and wood manufactures, excluding furniture (63)","Euro Thousand","43625"
"Value of Imports","2021 November","Paper, paperboard and articles of paper pulp, paper etc. (64)","Euro Thousand","106700"
"Value of Imports","2021 November","Textile yarn, fabrics, made-up articles and related products (65)","Euro Thousand","70938"
"Value of Imports","2021 November","Non-metallic mineral manufactures, n.e.s. (66)","Euro Thousand","88624"
"Value of Imports","2021 November","Iron and steel (67)","Euro Thousand","109937"
"Value of Imports","2021 November","Non-ferrous metals (68)","Euro Thousand","65307"
"Value of Imports","2021 November","Manufactures of metal, n.e.s. (69)","Euro Thousand","170636"
"Value of Imports","2021 November","Machinery and transport equipment (7)","Euro Thousand","3917385"
"Value of Imports","2021 November","Power generating machinery and equipment (71)","Euro Thousand","135318"
"Value of Imports","2021 November","Machinery specialised for particular industries (72)","Euro Thousand","189574"
"Value of Imports","2021 November","Metalworking machinery (73)","Euro Thousand","13817"
"Value of Imports","2021 November","General industrial machinery and parts, n.e.s. (74)","Euro Thousand","225990"
"Value of Imports","2021 November","Office machines and automatic data processing equipment (75)","Euro Thousand","445508"
"Value of Imports","2021 November","Telecommunications and sound recording, reproducing equipment (76)","Euro Thousand","256393"
"Value of Imports","2021 November","Electrical machinery, appliances etc., n.e.s. (77)","Euro Thousand","790816"
"Value of Imports","2021 November","Road vehicles (78)","Euro Thousand","376139"
"Value of Imports","2021 November","Other transport equipment (79)","Euro Thousand","1483829"
"Value of Imports","2021 November","Miscellaneous manufactured articles (8)","Euro Thousand","1385277"
"Value of Imports","2021 November","Prefab buildings; plumbing and electrical fixtures and fittings (81)","Euro Thousand","48961"
"Value of Imports","2021 November","Furniture and parts thereof (82)","Euro Thousand","76656"
"Value of Imports","2021 November","Travel goods, handbags and similar containers (83)","Euro Thousand","20024"
"Value of Imports","2021 November","Articles of apparel and clothing accessories (84)","Euro Thousand","295102"
"Value of Imports","2021 November","Footwear (85)","Euro Thousand","56180"
"Value of Imports","2021 November","Professional, scientific and controlling apparatus (87)","Euro Thousand","202513"
"Value of Imports","2021 November","Photographic apparatus, optical goods, watches and clocks (88)","Euro Thousand","60782"
"Value of Imports","2021 November","Miscellaneous manufactured articles, n.e.s. (89)","Euro Thousand","625059"
"Value of Imports","2021 November","Commodities and transactions n.e.s. (9)","Euro Thousand","83500"
"Value of Imports","2021 November","Total of chemicals, manufactured goods, machinery and transport equipment, misc articles (5,6,7,8)","Euro Thousand","8595314"
"Value of Imports","2021 December","Total food and live animals (0)","Euro Thousand","758055"
"Value of Imports","2021 December","Live animals except fish etc. (00)","Euro Thousand","63175"
"Value of Imports","2021 December","Meat and meat preparations (01)","Euro Thousand","86877"
"Value of Imports","2021 December","Dairy products and birds eggs (02)","Euro Thousand","63414"
"Value of Imports","2021 December","Fish, crustaceans, molluscs and preparations thereof (03)","Euro Thousand","24308"
"Value of Imports","2021 December","Cereals and cereal preparations (04)","Euro Thousand","137129"
"Value of Imports","2021 December","Vegetables and fruit (05)","Euro Thousand","116398"
"Value of Imports","2021 December","Sugar, sugar preparations and honey (06)","Euro Thousand","28384"
"Value of Imports","2021 December","Coffee, tea, cocoa, spices and manufactures thereof (07)","Euro Thousand","52543"
"Value of Imports","2021 December","Feeding stuffs for animals, excluding unmilled cereals (08)","Euro Thousand","120944"
"Value of Imports","2021 December","Miscellaneous edible products and preparations (09)","Euro Thousand","64884"
"Value of Imports","2021 December","Beverages and tobacco (1)","Euro Thousand","85616"
"Value of Imports","2021 December","Beverages (11)","Euro Thousand","81873"
"Value of Imports","2021 December","Tobacco and tobacco manufactures (12)","Euro Thousand","3743"
"Value of Imports","2021 December","Crude materials, inedible, except fuels (2)","Euro Thousand","104253"
"Value of Imports","2021 December","Hides, skins and furskins, raw (21)","Euro Thousand","5"
"Value of Imports","2021 December","Oilseeds and oleaginous fruit (22)","Euro Thousand","6599"
"Value of Imports","2021 December","Crude rubber, including synthetic and reclaimed rubber (23)","Euro Thousand","827"
"Value of Imports","2021 December","Cork and wood (24)","Euro Thousand","21856"
"Value of Imports","2021 December","Pulp and waste paper (25)","Euro Thousand","2515"
"Value of Imports","2021 December","Textile fibres, excluding wool tops, and their wastes (26)","Euro Thousand","1891"
"Value of Imports","2021 December","Crude fertilisers and minerals, excluding coal, petroleum etc. (27)","Euro Thousand","21480"
"Value of Imports","2021 December","Metalliferous ores and metal scrap (28)","Euro Thousand","23914"
"Value of Imports","2021 December","Crude animal and vegetable materials, n.e.s. (29)","Euro Thousand","25165"
"Value of Imports","2021 December","Mineral fuels, lubricants and related materials (3)","Euro Thousand","837609"
"Value of Imports","2021 December","Coal, coke and briquettes (32)","Euro Thousand","13223"
"Value of Imports","2021 December","Petroleum, petroleum products and related materials (33)","Euro Thousand","449669"
"Value of Imports","2021 December","Gas, natural and manufactured (34)","Euro Thousand","359582"
"Value of Imports","2021 December","Electric current (35)","Euro Thousand","15134"
"Value of Imports","2021 December","Animal and vegetable oils, fats and waxes (4)","Euro Thousand","36938"
"Value of Imports","2021 December","Animal oils and fats (41)","Euro Thousand","2870"
"Value of Imports","2021 December","Fixed vegetable oils and fats (42)","Euro Thousand","31008"
"Value of Imports","2021 December","Animal and vegetable oils and fats, processed, and waxes (43)","Euro Thousand","3060"
"Value of Imports","2021 December","Chemicals and related products, n.e.s. (5)","Euro Thousand","2352320"
"Value of Imports","2021 December","Organic chemicals (51)","Euro Thousand","1107866"
"Value of Imports","2021 December","Inorganic chemicals (52)","Euro Thousand","37812"
"Value of Imports","2021 December","Dyeing, tanning and colouring materials (53)","Euro Thousand","19364"
"Value of Imports","2021 December","Medicinal and pharmaceutical products (54)","Euro Thousand","683579"
"Value of Imports","2021 December","Essential oils, perfume materials, toilet preparations etc. (55)","Euro Thousand","150783"
"Value of Imports","2021 December","Fertilisers, manufactured (56)","Euro Thousand","59092"
"Value of Imports","2021 December","Plastics in primary forms (57)","Euro Thousand","96723"
"Value of Imports","2021 December","Plastics in non-primary forms (58)","Euro Thousand","69616"
"Value of Imports","2021 December","Chemical materials and products, n.e.s. (59)","Euro Thousand","127484"
"Value of Imports","2021 December","Manufactured goods classified chiefly by material (6)","Euro Thousand","576092"
"Value of Imports","2021 December","Leather, leather manufactures and dressed furskins (61)","Euro Thousand","2562"
"Value of Imports","2021 December","Rubber manufactures, n.e.s. (62)","Euro Thousand","39951"
"Value of Imports","2021 December","Cork and wood manufactures, excluding furniture (63)","Euro Thousand","30027"
"Value of Imports","2021 December","Paper, paperboard and articles of paper pulp, paper etc. (64)","Euro Thousand","95418"
"Value of Imports","2021 December","Textile yarn, fabrics, made-up articles and related products (65)","Euro Thousand","54850"
"Value of Imports","2021 December","Non-metallic mineral manufactures, n.e.s. (66)","Euro Thousand","73249"
"Value of Imports","2021 December","Iron and steel (67)","Euro Thousand","80144"
"Value of Imports","2021 December","Non-ferrous metals (68)","Euro Thousand","60102"
"Value of Imports","2021 December","Manufactures of metal, n.e.s. (69)","Euro Thousand","139788"
"Value of Imports","2021 December","Machinery and transport equipment (7)","Euro Thousand","5035322"
"Value of Imports","2021 December","Power generating machinery and equipment (71)","Euro Thousand","194833"
"Value of Imports","2021 December","Machinery specialised for particular industries (72)","Euro Thousand","186781"
"Value of Imports","2021 December","Metalworking machinery (73)","Euro Thousand","11823"
"Value of Imports","2021 December","General industrial machinery and parts, n.e.s. (74)","Euro Thousand","265102"
"Value of Imports","2021 December","Office machines and automatic data processing equipment (75)","Euro Thousand","474553"
"Value of Imports","2021 December","Telecommunications and sound recording, reproducing equipment (76)","Euro Thousand","211364"
"Value of Imports","2021 December","Electrical machinery, appliances etc., n.e.s. (77)","Euro Thousand","715592"
"Value of Imports","2021 December","Road vehicles (78)","Euro Thousand","501932"
"Value of Imports","2021 December","Other transport equipment (79)","Euro Thousand","2473342"
"Value of Imports","2021 December","Miscellaneous manufactured articles (8)","Euro Thousand","1249191"
"Value of Imports","2021 December","Prefab buildings; plumbing and electrical fixtures and fittings (81)","Euro Thousand","37875"
"Value of Imports","2021 December","Furniture and parts thereof (82)","Euro Thousand","77073"
"Value of Imports","2021 December","Travel goods, handbags and similar containers (83)","Euro Thousand","21052"
"Value of Imports","2021 December","Articles of apparel and clothing accessories (84)","Euro Thousand","255903"
"Value of Imports","2021 December","Footwear (85)","Euro Thousand","56436"
"Value of Imports","2021 December","Professional, scientific and controlling apparatus (87)","Euro Thousand","191881"
"Value of Imports","2021 December","Photographic apparatus, optical goods, watches and clocks (88)","Euro Thousand","46820"
"Value of Imports","2021 December","Miscellaneous manufactured articles, n.e.s. (89)","Euro Thousand","562150"
"Value of Imports","2021 December","Commodities and transactions n.e.s. (9)","Euro Thousand","87531"
"Value of Imports","2021 December","Total of chemicals, manufactured goods, machinery and transport equipment, misc articles (5,6,7,8)","Euro Thousand","9212924"
"Value of Imports","2022 January","Total food and live animals (0)","Euro Thousand","756451"
"Value of Imports","2022 January","Live animals except fish etc. (00)","Euro Thousand","12903"
"Value of Imports","2022 January","Meat and meat preparations (01)","Euro Thousand","80890"
"Value of Imports","2022 January","Dairy products and birds eggs (02)","Euro Thousand","98074"
"Value of Imports","2022 January","Fish, crustaceans, molluscs and preparations thereof (03)","Euro Thousand","24692"
"Value of Imports","2022 January","Cereals and cereal preparations (04)","Euro Thousand","137571"
"Value of Imports","2022 January","Vegetables and fruit (05)","Euro Thousand","111121"
"Value of Imports","2022 January","Sugar, sugar preparations and honey (06)","Euro Thousand","32404"
"Value of Imports","2022 January","Coffee, tea, cocoa, spices and manufactures thereof (07)","Euro Thousand","52983"
"Value of Imports","2022 January","Feeding stuffs for animals, excluding unmilled cereals (08)","Euro Thousand","148663"
"Value of Imports","2022 January","Miscellaneous edible products and preparations (09)","Euro Thousand","57149"
"Value of Imports","2022 January","Beverages and tobacco (1)","Euro Thousand","68027"
"Value of Imports","2022 January","Beverages (11)","Euro Thousand","64200"
"Value of Imports","2022 January","Tobacco and tobacco manufactures (12)","Euro Thousand","3827"
"Value of Imports","2022 January","Crude materials, inedible, except fuels (2)","Euro Thousand","98348"
"Value of Imports","2022 January","Hides, skins and furskins, raw (21)","Euro Thousand","4"
"Value of Imports","2022 January","Oilseeds and oleaginous fruit (22)","Euro Thousand","2284"
"Value of Imports","2022 January","Crude rubber, including synthetic and reclaimed rubber (23)","Euro Thousand","1339"
